,url,mots-clés très pertinent,mots-clés avec 2 mots,mots-clés avec plusieurs mots
56,https://www.has-sante.fr/jcms/c_2729222/fr/quelle-place-pour-la-transfusion-des-plasmas-therapeutiques,frer congeler traiter; syndrome hémolytique urémique,plasma frer; détress respiratoire; manifestation allergique; transfusion plasma; syndrome détress; plasma thérapeutique; déficit facteur; exploration allergologique; effet indésirable; médicament PSL; existe argument,syndrome hémolytique urémique; frer congeler traiter; antagoniser avk cas; respiratoire aigu post-transfusionnel; absence disponibilité concentré; situation requérir indiscutablement; allergique complication potentiellementgrave; élément différencier terme; viser diminuer symptôme; militaire déployer opération; concentrer complexe prothrombinique
57,https://www.has-sante.fr/jcms/c_2729833/fr/syringomyelie-les-fentes-intramedullaires,protocole national diagnostic; professionnel concerner prise; diagnostique thérapeutique optimal; évaluation traitement douleur; neuro-urologie exploration périnéal,explicite professionnel; prise charge; charge diagnostique; optimal parcours; référence maladie; aide méthodologie; participer élaboration; collaboration centre; centre évaluation; diagnostic soin; parcours soin,protocole national diagnostic; professionnel concerner prise; diagnostique thérapeutique optimal; évaluation traitement douleur; neuro-urologie exploration périnéal; soin patient atteindre; méthodologie proposer ha; objet validation ha; adulte pédiatrique Hôpital; Tenon service neurochirurgie; maladie rare collaboration
58,https://www.has-sante.fr/jcms/c_2746956/fr/actualisation-des-actes-de-biologie-medicale-relatifs-au-diagnostic-des-candidoses-invasives,acte biologie médical; Ac anti-Mn principalement; recommandation société savant,antigène soluble; diagnostic biologique; anticorps sérique; sérique anti-candida; modification libellé; identification mycologique; synthétique traiter; méta-analyse revue; médecine intensif; soumettre collège; professionnel anesthési,acte biologie médical; Ac anti-Mn principalement; recommandation société savant; interroger party prenant; recueil avis argumenter; français transplantation centre; collège ha validation; référence mycose invasif; synthèse élément argumentaire; examen confirmation technique; Conseils national professionnel
59,https://www.has-sante.fr/jcms/c_2748998/fr/utilite-clinique-des-signatures-genomiques-dans-le-cancer-du-sein-de-stade-precoce-rapport-d-evaluation,donnée test ème,signature génomique; prise charge; insuffisant test; test ère; ème génération; étude clinique; absence donnée; Assurance Maladie; Référentiel acte; acte innovant; anatomopathologique traditionnel,donnée test ème; sein stade précoce; patient présence embole; absence indication préalable; vue remboursement Assurance; baser critère complémentaire; utilité clinique signature
60,https://www.has-sante.fr/jcms/c_2749002/fr/evaluation-des-actes-de-vitrification-et-rechauffement-ovocytaire-vitrification-et-rechauffement-embryonnaire,ovocyte embryon donner,vitrification ovocyte; envisager substitution; substitution total; total technique; disponible permettre; donnée disponible; donnée littérature; vivant critère; critère jugement; montrer absence; statistiquement significatif,ovocyte embryon donner; comparer technique congélation; vitrification réchauffemer embryonnaire; jugement principal objectif; absence différence statistiquement; réalisation décrire arrêté; règle bon pratique; toutefois faire conclusion; biologique assistance médical; acte unique intituler; ailleurs fédération BLEFCO
61,https://www.has-sante.fr/jcms/c_2772744/fr/cancer-colorectal-modalites-de-depistage-et-de-prevention-chez-les-sujets-a-risque-eleve-et-tres-eleve,examen précédent acceptabilité,qualité examen; niveau risque; adénomateuse familial; an cas; Autorité Santé; colique étendre; nombre polype; grade PF; risque lier; adapter niveau; syndrome Lynch,examen précédent acceptabilité; an résultat niveau; maladie inflammatoire chronique; consiste marquer zone; spray cathéter passer; actualisation référentiel pratique; chromoendoscopie examen complémentaire; faire coloscopie contrôle; coloscopie virtuel alternative; canal opérateur endoscope.\r\n; sujet risque élevé
62,https://www.has-sante.fr/jcms/c_2772874/fr/purpura-thrombopenique-immunologique-de-l-enfant-et-de-l-adulte,cytopénie auto-immune l\'enfant; santé maladie rare,l\'égide filière; filière santé; rare MARIH; rare Immuno,santé maladie rare; cytopénie auto-immune l\'enfant
63,https://www.has-sante.fr/jcms/c_2776088/fr/traitements-interventionnels-de-premiere-intention-des-calculs-urinaires,cas calcul urinaire; évolution naturel expulsion; lithotritie extracorporel onde; information utile transmettre; permettre réaliser choix,affection fréquent; expulsion spontaner; onde choc; néphrolithotomie percutané; précise situation; mesure alternative; apporte information; urologique nécessaire; concerne patient; recours intervention; situation critère,lithotritie extracorporel onde; cas calcul urinaire; évolution naturel expulsion; information utile transmettre; permettre réaliser choix; médical vérifier retenir; cadre décision médical; critère sélection intervention; condition technique réalisation; urinaire nécessiter recours; lithiase urinaire affection
64,https://www.has-sante.fr/jcms/c_2790581/fr/systemes-de-telesurveillance-pour-defibrillateurs-cardiaques-automatiques-implantables,télésurveillance médical DAI; modalité mise œuvre,service rendre; suivi patient; suivi DAI; système télésurveillance; évaluation technologique; erc méta-analyse; méta-analyse évaluer; traduire réduction; réduction délai; évènement indésirable; non établir,modalité mise œuvre; télésurveillance médical DAI; sur-risque terme évènement; triple chambre sonde(s; condition minimal satisfair; pour\xa professionnel santé; délai transmission information; choc inapproprié total; rendre renouvellement inscription; cnedimt formuler exigence; préciser exigence formation
65,https://www.has-sante.fr/jcms/c_2820763/fr/accueil-du-nouveau-ne-en-salle-de-naissance,traçabilité écrite quitter; noter feuille surveillance,boire vérification; dépistage anomalie; trouble métabolique; quitter salle; fin heure; enfant suite; thermique éclairage; non mettre; mettre évidence; réaliser sage; vérification bon,traçabilité écrite quitter; noter feuille surveillance; soin routine réaliser; bon condition thermique; transférer mère enfant; naître plan dur; heure peau peau; naissance examen réaliser; évidence naissance rechercher
66,https://www.has-sante.fr/jcms/c_2829945/fr/endoprotheses-coronaires-stents-rapport-d-etude-has-ansm,gamme stent coronaire,donnée santé; stent actif; vie réel; réaliser partir; évènement ischémique; différer gamme; y patient; partir donnée; recevoir stent; porteur stent; stent nus,gamme stent coronaire; ischémique hémorragique différer; patient risque hémorragique
67,https://www.has-sante.fr/jcms/c_2833668/fr/l-accompagnement-des-mineurs-non-accompagnes-dits-mineurs-isoles-etrangers-mna,élaborer mettre oeuvre,non accompagner; mineur non; lieu évaluation; évaluation minorité; dimension juridique; technique managérial; accueil provisoire; nécessité centrer; centrer accompagnement; importance identifier; compte dernier,élaborer mettre oeuvre; provisoire urgence garanti; accompagnement MNA réponse; intégration durable réussir; identifier prendre compte; répondre individualisé besoin; mettre ensuite nécessité; accueillir sein dispositif; question immigration ministère; utile particulier professionnel; recommandation destiner professionnel
68,https://www.has-sante.fr/jcms/c_2835358/fr/la-participation-des-usagers-dans-les-etablissements-medico-sociaux-relevant-de-l-addictologie,secteur médico-social suite,participation usager; usager fonctionnement; dédier personne; personne toxicomane; suite loi; loi janvier; intéresser originalité; trouv -t; -t on; aborder pratique; accueil accompagnement,secteur médico-social suite; temps partiel.\xaencore trouv; on production aborder; instance adresser nouveau; élaborer partir étude; faciliter ouverture débat; composer petit équipe; composer fort proportion; document forum question; médico-social inscrire continuité; rapprochement structure dédier
69,https://www.has-sante.fr/jcms/c_2860345/fr/recommandation-vaccinale-chez-les-personnes-dont-le-statut-vaccinal-est-inconnu-ou-incompletement-connu-en-population-generale-et-en-populations-particulieres-feuille-de-route,statut vaccinal inconnu; connaître population général; continuité rattrapage vaccinal,inconnu incomplètemer; incomplètemer connaître; élaboration recommandation; général population; feuille route; pratique actuel; conduite interprétation; place sérologie; sérologie pré; infectieuser cadre; cadre stratégie,statut vaccinal inconnu; connaître population général; continuité rattrapage vaccinal; actuel professionnel confronter; stratégie global prévention; dépistage pathologie infectieuser
70,https://www.has-sante.fr/jcms/c_2860414/fr/actualisation-des-actes-de-biologie-medicale-relatifs-au-diagnostic-de-la-trichinellose-argumentaire,sérodiagnostic dépistage indiquer; suivi réaliser aujourd’hui,immunodiffusion double; recherche itératif; sérum servir; aujourd’hui imagerie; servir sérodiagnostic; Western blot; rechercher anticorps; anticorps circuler; hémagglutination sensibiliser; technique obsolèter; hémagglutination indirect,sérodiagnostic dépistage indiquer; suivi réaliser aujourd’hui; itératif anticorps sérum; circuler technique immunoenzymatique; trichinellose passer rechercher; suivi sérologique trichinellose
71,https://www.has-sante.fr/jcms/c_2873859/fr/normes-de-securite-incendie-dans-les-ehpad-structures-j-et-u-entre-normes-et-personnalisation-des-espaces,personne atteindre maladie; pôle activité soin,maladie neuro-dégénérativ; accueil accompagnement; accompagnement personne; soin adapter; unité hébergement; neuro-dégénérativ pôle; neuro-dégénérativ unité; sécurité incendi; disposition spécifique,personne atteindre maladie; pôle activité soin
72,https://www.has-sante.fr/jcms/c_2876005/fr/maladie-de-willebrand,protocole national diagnostic; professionnel concerner prise; diagnostique thérapeutique optimal; aide méthodologie proposer,maladie Willebrand; explicite professionnel; prise charge; charge diagnostique; optimal parcours; élaborer centre; centre référence; diagnostic soin; parcours soin; atteindre maladie; référence maladie,protocole national diagnostic; professionnel concerner prise; diagnostique thérapeutique optimal; aide méthodologie proposer; soin patient atteindre
73,https://www.has-sante.fr/jcms/c_2893724/fr/evaluation-du-parage-de-plaie-de-la-pulpe-par-coiffage-pulpaire-direct-rapport-d-evaluation-technologique,coiffage pulpaire direct; rapport évaluation technologique,taux succès; dent permanent; thérapeutique conservation; conservation vitalité; non comparatif; revoir systématique; systématique méta-analyse; dent temporaire; vitalité pulpaire,coiffage pulpaire direct; rapport évaluation technologique
74,https://www.has-sante.fr/jcms/c_2893770/fr/evaluation-de-la-pose-d-une-couronne-dentaire-transitoire-pour-couronne-dentoportee-rapport-d-evaluation-technologique,pose couronne transitoire,recommandation bon; bon pratique; intervalle temps; temps préparation; couronne définitif; couronne usage,pose couronne transitoire; préparation dent pose
75,https://www.has-sante.fr/jcms/c_2895029/fr/holoprosencephalie-hpe-formes-apparentees,protocole national diagnostic; professionnel concerner prise; diagnostique thérapeutique optimal; soin patient atteindre,"explicite professionnel; prise charge; charge diagnostique; optimal parcours; atteindre holoprosencéphalie; diagnostic soin; parcours soin; microforme HPE; clad ouest\xa""centr; ouest\xa""centr labelliser; crdi\xa""déficience intellectuel",protocole national diagnostic; professionnel concerner prise; diagnostique thérapeutique optimal; soin patient atteindre; intellectuel cause rare; aide méthodologie proposer; Ouest centre référence; participer élaboration protocole; le\xacentre référence clad; labelliser anomalie développement
76,https://www.has-sante.fr/jcms/c_2900204/fr/syndrome-de-budd-chiari,centre référence maladie,syndrome Budd; site centre; explicite professionnel; prise charge; charge diagnostique; optimal parcours; vasculaire foie; méthodologie proposer; objet validation; diagnostic soin; parcours soin,centre référence maladie; protocole national diagnostic; professionnel concerner prise; diagnostique thérapeutique optimal; foie aide méthodologie; soin patient atteindre; ha participer élaboration
77,https://www.has-sante.fr/jcms/c_2900207/fr/thrombose-de-la-veine-porte-au-cours-de-la-cirrhose,centre référence maladie,veine porte; porte cours; explicite professionnel; prise charge; charge diagnostique; optimal parcours; maladie vasculaire; vasculaire foie; méthodologie proposer; objet validation; consulter le\xapnds,centre référence maladie; protocole national diagnostic; professionnel concerner prise; diagnostique thérapeutique optimal; foie aide méthodologie; soin patient atteindre; ha participer élaboration
78,https://www.has-sante.fr/jcms/c_2900212/fr/atteintes-hepatiques-au-cours-de-la-maladie-de-rendu-osler,atteinte hépatique cours,centre référence; cours maladie; maladie rendu; site centre; référence consulter,atteinte hépatique cours
79,https://www.has-sante.fr/jcms/c_2906096/fr/patients-presentant-un-trouble-neurocognitif-associe-a-la-maladie-d-alzheimer-ou-a-une-maladie-apparentee,trouble cognitif trouble; d\'alzheimer apparenter an,médecine général; maladie d\'alzheimer; d\'un trouble; prise charge; consultation mémoir; non médicamenteux; vue l\'aider; protection juridique\xer; rôle acteur; personne malade; mémoire langage,trouble cognitif trouble; d\'alzheimer apparenter an; accéder recherche l\'innovation; qualité vie personne; comprendre handicap devoir; diagnostique progressif personnaliser; préserver autonomie fonctionnel; communiquer malgré trouble; situation diagnostique complexe; prévenir trouble psychocomportemental; étiologique définir objecif
80,https://www.has-sante.fr/jcms/c_2908881/fr/le-projet-personnalise-une-dynamique-de-parcours-d-accompagnement-volet-residences-autonomie,projet personnaliser outil; viser répondre long; vision porter législateur; insérer code action; pratique associer étroitement,outil coordination; coordination viser; long terme; législateur texte; texte insérer; sein établissement; médicosocial participer; équipe écoute; écoute résident; participation effectif; employer intégrer,projet personnaliser outil; viser répondre long; vision porter législateur; insérer code action; pratique associer étroitement; établissement social médicosocial; conduire personne accueillir; réussite élaboration projet; besoin attente accueillir; accompagner attente besoin; projet accompagnemer dynamique
81,https://www.has-sante.fr/jcms/c_2910200/fr/syndrome-d-alstrom,protocole national diagnostic; professionnel concerner prise; diagnostique thérapeutique optimal; soin patient atteindre,explicite professionnel; prise charge; charge diagnostique; optimal parcours; atteindre syndrome; syndrome d\'alström; diagnostic soin; parcours soin; affections\xarare Génétique; Génétique ophtalmologique; partenariat de\xaler,professionnel concerner prise; diagnostique thérapeutique optimal; soin patient atteindre; protocole national diagnostic; Filière santé maladie; sensoriel sensgene aide; validation ha participer; national référence\xapour affections\xarare; le\xa centre national
82,https://www.has-sante.fr/jcms/c_2913452/fr/test-d-amplification-des-acides-nucleiques-pour-le-diagnostic-biologique-de-l-infection-par-le-virus-du-nil-occidental-rapport-d-evaluation-technologique,zone période circulation,voyager zone; circulation virus; signe clinique; résider voyager; présence signe; apparition signe; mettre place; sérique partir; enceinte allaitant; renforcer grossesse; grossesse suspension,zone période circulation; voyage résidence région; recommander participer programme; examen minimer qualitatif; place surveillance renforcer; complément recherche anticorps; clinique suspecter infection; jour apparition qualification
83,https://www.has-sante.fr/jcms/c_2972905/fr/accident-vasculaire-cerebral-pertinence-des-parcours-de-reeducation/readaptation-apres-la-phase-initiale-de-l-avc,décider orientation patient,prise charge; patient parcours; implication équiper; déficit définir; impliquer équipe; comporter séance; organiser manière; système nerveux; équiper professionnel; parcours adapter; réalisation précoce,décider orientation patient; partir outil standardiser; équipe UNV ssr; séance minuter type; professionnel spécialisée multidisciplinaire; privilégier recours SSR; organisation consultation pluridisciplinaire; manière coordonné pluridisciplinaire; précoce évaluation initial; prise compte sévérité; définir besoin rééducation
84,https://www.has-sante.fr/jcms/c_334439/fr/modalites-pratiques-de-la-ventilation-non-invasive-en-pression-positive-au-long-cours-a-domicile-dans-les-maladies-neuromusculaires,mise œuvre ventilation; long cours patient; toux assister désencombrement; technique associer indispensable; périodique aggravation état,VNI long; ventilation non; non invasive; patient atteindre; atteindre maladie; surveillance médical; médical périodique; limite alternative; cours enfant; indispensable VNI; alternative VNI,long cours patient; mise œuvre ventilation; toux assister désencombrement; technique associer indispensable; périodique aggravation état; gestion quotidien VNI
85,https://www.has-sante.fr/jcms/c_432802/fr/prise-en-charge-de-l-hemochromatose-liee-au-gene-hfe-hemochromatose-de-type-1,évaluation initial traitement,prise charge; modalité prise; traitement surcharge; détection complication; charge famille; charge domicile; éligibilité modalité; surcharge martial; suivre patient; conseil génétique; critère éligibilité,évaluation initial traitement
86,https://www.has-sante.fr/jcms/c_451135/fr/criteres-d-eligibilite-des-patients-a-une-chimiotherapie-anticancereuse-a-domicile,chimiothérapie anticancéreux domicile; condition sécurité qualité; patient cadre d\'un; entourage définition critère; domicile surveillance postchimiothérapi,qualité comparable; comparable l\'hospitalisation; d\'un projet; projet thérapeutique; critère médical; réalisable domicile; domicile condition; préférence patient; patient entourage; typologie chimiothérapie; œuvre chimiothérapie,chimiothérapie anticancéreux domicile; condition sécurité qualité; entourage définition critère; patient cadre d\'un; domicile surveillance postchimiothérapi; chimiothérapie anticancéreuses réalisable
87,https://www.has-sante.fr/jcms/c_464884/fr/indications-du-dosage-des-ige-specifiques-dans-le-diagnostic-et-le-suivi-des-maladies-allergiques,indication dosage ige,ige spécifique; étiologique complexe; complexe raison; spécificité symptôme; mécanisme cause; repose interrogatoire; immunoglobuline type; type e; réaction hypersensibilité; allergène utile; travail préciser,indication dosage ige; raison non spécificité; provocation réexposition allergène; clinique multiplicité mécanisme; test cutané /ou; diagnostic allergologique étiologique; diagnostic suivi maladie; élevé prescription dosage; biologique dosage immunoglobuline; dire spécifique réaction
88,https://www.has-sante.fr/jcms/c_533480/fr/polyarthrite-rhumatoide-aspects-therapeutiques-hors-medicaments-et-chirurgie-aspects-medico-sociaux-et-organisationnels,non médicamenteux traitement; atteindre polyarthrite rhumatoïde,prise charge; envisager place; charge social; physique réadaptation; balnéothérapie thermalisme; régime diététique; activité stade; stade évolution; aide sociale; l\'éducation thérapeutique; place technique,atteindre polyarthrite rhumatoïde; non médicamenteux traitement; technique fonction activité; sociale association patient; envisager traitement physique
89,https://www.has-sante.fr/jcms/c_534304/fr/ald-n13-maladie-coronarienne,acte prestation document; médecin traitant praticien; l\'assurance maladie l\'élaboration; soin vue l\'admission,document référence; praticien conseil; conseil l\'assurance; l\'élaboration protocole; protocole soin; référence médecin; attention patient; vise soutenir; soutenir dialogue; destiner remettre; guide attention,médecin traitant praticien; acte prestation document; soin vue l\'admission; l\'assurance maladie l\'élaboration; guide parcours soin
90,https://www.has-sante.fr/jcms/c_534673/fr/ald-n5-insuffisance-cardiaque-a-fonction-systolique-preservee,acte prestation document; médecin traitant praticien; l\'assurance maladie l\'élaboration; soin vue l\'admission,document référence; praticien conseil; conseil l\'assurance; l\'élaboration protocole; cardiaque fraction; fraction d\'éjection; protocole soin; l\'admission ALD; référence médecin; attention patient; soutenir dialogue,médecin traitant praticien; acte prestation document; soin vue l\'admission; l\'assurance maladie l\'élaboration; parcours soin insuffisance
91,https://www.has-sante.fr/jcms/c_534689/fr/ald-n5-insuffisance-cardiaque-systolique,acte prestation document; médecin traitant praticien; l\'assurance maladie l\'élaboration; soin vue l\'admission,document référence; praticien conseil; conseil l\'assurance; l\'élaboration protocole; cardiaque systolique; protocole soin; l\'admission ALD; référence médecin; soutenir dialogue; destiner remettre; guide attention,médecin traitant praticien; acte prestation document; soin vue l\'admission; l\'assurance maladie l\'élaboration; soin insuffisance cardiqu
92,https://www.has-sante.fr/jcms/c_546220/fr/ald-n16-maladie-de-parkinson,acte prestation document; médecin traitant praticien; l\'assurance maladie l\'élaboration; soin vue l\'admission,document référence; praticien conseil; conseil l\'assurance; l\'élaboration protocole; protocole soin; référence médecin; attention patient; vise soutenir; soutenir dialogue; destiner remettre; guide attention,médecin traitant praticien; acte prestation document; soin vue l\'admission; l\'assurance maladie l\'élaboration; guide parcours soin
93,https://www.has-sante.fr/jcms/c_646765/fr/gastrectomie-longitudinale-sleeve-gastrectomy-pour-obesite,technique valider chirurgie,gastrectomie longitudinal; donnée efficacité; efficacité sécurité; condition réalisation; réalisation acte; sécurité gastrectomie; chirurgie obésité; technique gastrectomie,technique valider chirurgie; acte lier patient
94,https://www.has-sante.fr/jcms/c_679796/fr/indications-de-la-radiographie-du-bassin,diagnostique radiographie bassin,place stratégie; stratégie diagnostique; fréquemment réaliser; national caisse; caisse assurance; ha préciser; référentiel valider; valider actualiser; pouvoir utiliser; utiliser cadre; médicalement justifier,diagnostique radiographie bassin; prévoir classification commun; cadre maîtrise médicaliser; auprès professionnel santé; codage spécifique acte; favoriser diffusion indication; permettre constater radiographie; bassin très fréquemment
95,https://www.has-sante.fr/jcms/c_728748/fr/place-des-dosages-des-apolipoproteines-a1-et-b-dans-le-bilan-lipidique,acte biologie médical; exploration anomalie lipidique; fonction intérêt diagnostique; charge Assurance maladie,réaliser cadre; cadre exploration; calcul concentration; formule Friedewald; évaluer HAS; rendre avis; avis fonction; diagnostique maintien; prendre charge; apolipoprotéine b; complément dosage,acte biologie médical; exploration anomalie lipidique; fonction intérêt diagnostique; charge Assurance maladie; acte liste acte
96,https://www.has-sante.fr/jcms/c_745656/fr/indications-et-non-indications-de-la-radiographie-de-l-abdomen-sans-preparation,diagnostique radiographie abdomen,abdomen préparation; place stratégie; stratégie diagnostique,diagnostique radiographie abdomen
97,https://www.has-sante.fr/jcms/c_755004/fr/indications-et-non-indications-de-la-radiographie-du-thorax,prévoir classification commun; référentiel valider actualiser; pouvoir utiliser cadre; auprès professionnel santé,fréquemment réaliser; national caisse; caisse assurance; ha préciser; stratégie diagnostique; disposer référentiel; cadre maîtrise; maîtrise médicaliser; favoriser diffusion; santé grand; grand public,prévoir classification commun; référentiel valider actualiser; pouvoir utiliser cadre; auprès professionnel santé; codage spécifique acte; permettre constater radiographie; thorax très fréquemment
98,https://www.has-sante.fr/jcms/c_758626/fr/spondyloplastie-par-ballonnets-cyphoplastie,compte rapport thérapeutique; effet indésirable place,spondyloplastie ballonnet; intérêt dispositif; dispositif implantable; prendre compte; place stratégie; ballonnet prendre; stratégie thérapeutique; spondyloplastie expansion; traitement antalgique; substitut osseux; ciment substitut,effet indésirable place; compte rapport thérapeutique
99,https://www.has-sante.fr/jcms/c_767572/fr/ald-n-23-troubles-depressifs-recurrents-ou-persistants-de-l-adulte,objectif guide médecin,trouble dépressif; expliciter prise; optimal seul; admettre cadre; cadre ald; affection psychiatrique; persistant sévère; stress dysthymie; dysthymie léger; traitant pouvoir; support dialogue,objectif guide médecin; prise charge optimal; psychiatrique long durée; aigu facteur stress; pouvoir constituer support; destiner remettre médecin; trouble humeur persistant; guide attention patient; guide limite trouble; patient dépressif admettre
100,https://www.has-sante.fr/jcms/c_784238/fr/pose-d-endoprothese-fenetree-ou-multibranches-dans-le-traitement-des-anevrismes-aortiques-complexes,haut risque anévrisme,pose endoprothèse; patient haut; traitement endovasculaire; associer non; iliaque commun; commun distal; évaluer efficacité; actuel condition; donnée nécessaire; nécessaire valider; moyen long,haut risque anévrisme; efficacité sécurité acte; cas contre-indication chirurgie; étude recueil donnée; perméabilité vaisseau cible; rapport concerne évaluation; endoprothèse fenêtrer multibranche; abdominal type iv; permettre définir indication; accessible population patient; valider technique moyen
101,https://www.has-sante.fr/jcms/c_819705/fr/chirurgie-prothetique-du-genou-assistee-par-ordinateur-apport-de-la-navigation,chirurgie prothétique genou; \xa nombre arthroplastie,système navigation; évaluation faire; faire état; connaissance actuel; bénéfice potentiel; estimer respectivement; uniquement personne; profil population; évolué attente; durée vie; utiliser non,chirurgie prothétique genou; \xa nombre arthroplastie; état lieu connaissance; mise place pièce; terme efficacité sécurité; non image préopératoire; effectuer action patient; information anatomique information; analyser résultat fonctionnel; espace instrument chirurgical; objectif rapport évaluation
102,https://www.has-sante.fr/jcms/c_820058/fr/ald-n-30-cancer-du-poumon-et-mesotheliome-pleural-malin,médecin traitant praticien,pleural malin; Mésothéliome pleural; document référence; praticien conseil; conseil l\'assurance; l\'élaboration protocole; attention patient; vise soutenir; protocole soin; l\'admission ALD; traitant vise,médecin traitant praticien; acte prestation document; soin vue l\'admission; l\'assurance maladie l\'élaboration; patient remettre médecin; soutenir dialogue médecin; pulmonaire Mésothéiome pleural
103,https://www.has-sante.fr/jcms/c_829810/fr/photochimiotherapie-extracorporelle,réaliser utiliser appareillage,agir système,réaliser utiliser appareillage
104,https://www.has-sante.fr/jcms/c_847166/fr/ald-hors-liste-arthrite-juvenile-idiopathique,expliciter professionnel santé; charge optimal actuel; atteindre arthrite juvénile,national diagnostic; santé prise; prise charge; juvénile idiopathique; maladie Still; oligoarticulair polyarticulaire; polyarticulaire facteur; représenter tiers; adjoint servir; servir référence; traitant concertation,expliciter professionnel santé; charge optimal actuel; atteindre arthrite juvénile; liste acte prestation; d\'une demande d\'exonération; modérateur titre d\'une; objectif protocole national; protocole soin conjointemer; référence médecin traitant moment
105,https://www.has-sante.fr/jcms/c_952574/fr/traitement-implantoprothetique-de-l-adulte-atteint-d-agenesies-dentaires-multiples-liees-a-une-maladie-rare,agénésie dentaire multiple,prise charge; multiple lier; adulte atteindre; lier maladie; d\'évaluer ensemble; associer chirurgie; prothèse amovible; amovible supraimplantair; efficacité sécurité; phase successive; ministère souhaiter,agénésie dentaire multiple; tenir compte efficacité; ha saisir uncam; établir équité accès; acte impliquer phase; traitement condition réalisation; suite demande ministère; implant pose prothèse; évaluation objectif d\'évaluer; charge implantoprothétiqu adulte; évaluation aboutir prise
106,https://www.has-sante.fr/jcms/c_952687/fr/place-de-l-irradiation-intracranienne-en-conditions-stereotaxiques-radiochirurgie-et-radiotherapie-stereotaxique-dans-le-traitement-de-pathologies-non-cancereuses-rapport-d-evaluation,irradiation intracrânien condition,condition stéréotaxique; non cancéreux,irradiation intracrânien condition
107,https://www.has-sante.fr/jcms/c_996967/fr/evaluation-des-equipements-de-verticalisation-des-equipements-d-assistance-a-la-marche-et-des-equipements-de-soulevement-et-de-transfert,assurer bien fonder; regard intérêt clinique; définir indication situation; condition utilisation prescription; modalité inscription équipement,fonder remboursement; remboursement regard; déterminer condition; cas échoir; technique répondre; LPPR décrir; situation clinique; définir modalité; équipement LPPR; clinique utilisation; soulèvement inscrire,assurer bien fonder; regard intérêt clinique; définir indication situation; modalité inscription équipement; condition utilisation prescription; objectif travail réévaluer; liste produit prestation; appareil destiner soulèvement
108,https://www.has-sante.fr/jcms/r_1437961/fr/oxygenotherapie-a-long-terme-choisir-la-source-la-mieux-adaptee-fiche-buts,source oxygèn proposer; mieux adaptée compte; débit réglage prescrire; spécification technique dispositif,proposer oxygénothérapie; oxygénothérapie domicile; fixe mobile; considérer équivalente; vue efficacité; efficacité clinique; capacité production; poids bruit; compte besoin; besoin déambulation; administration mode,source oxygèn proposer; mieux adaptée compte; débit réglage prescrire; spécification technique dispositif; mode continu pulsé; domicile concentrateur oxygèn; gazeux réservoir oxygèn
109,https://www.has-sante.fr/jcms/r_1437977/fr/indications-et-prescription-d-une-autosurveillance-glycemique-chez-un-patient-diabetique-fiche-buts,pluriquotidienne diabète type; démarche éducation patient,Systématique pluriquotidienne; fonction situation; situation clinique; automatiquemer généraliser; généraliser ensemble; conséquence thérapeutique; thérapeutique immédiat; mesure passif; .inscrite démarche; Inscrite démarche; type .limitée,pluriquotidienne diabète type; démarche éducation patient
110,https://www.has-sante.fr/jcms/r_1438075/fr/place-des-stimulateurs-cardiaques-simple-et-double-chambre-fiche-buts,relever stimulateur double,double chambre; simple chambre; bloc auriculo; synchronisation oreillette; oreillette nécessaire; stimulateur simple; chambre ventriculaire,relever stimulateur double
111,https://www.has-sante.fr/jcms/r_1439689/fr/contraceptifs-oraux-estroprogestatifs-preferez-les-pilules-de-1re-ou-2e-generation,contraceptif oral estroprogestatif; accident thromboembolique artériel; rechercher facteur risque; contenir μg éthinyl,re e; thromboembolique veineux; risque thromboembolique; moyen efficace; Pearl <; grossesse non; non désirer; indispensable rechercher; indésirable acné; aménorrrhé méno; efficacité type,contenir μg éthinyl; contraceptif oral estroprogestatif; rechercher facteur risque; accident thromboembolique artériel; mode contraception proposer; apporter bénéfice supplémentaire; estroprogestatif associer augmentation; femme surrisque accident; rapport coep re; ha considérer contraceptif; risque constituer contre-indication
112,https://www.has-sante.fr/jcms/r_1439696/fr/les-medicaments-des-acces-douloureux-paroxystiques-du-cancer,place stratégie thérapeutique; Actiq ® Effentora; Instanyl ® Pecfent,Abstral ®; ® Actiq; Effentora ®; ® Instanyl; Pecfent ®; ® recivit; justifier utilisation; action rapide; rapide voie; clinique rapport; cancer justifier,place stratégie thérapeutique; Actiq ® Effentora; Instanyl ® Pecfent; recivit ® Abstral; accès douloureux paroxystique; utilisation morphinique action; forme galénique différer; démontrer avantage clinique; actuellement disponible indication; fentanyl principe actif; indiquer traitement ADP
113,https://www.has-sante.fr/jcms/r_1439925/fr/les-inhibiteurs-de-la-pompe-a-protons-chez-l-adulte,traitement reflux gastro-oesophagien; traitement lésion gastroduodénale; anti-inflammatoire non stéroïdien; helicobacter pylori traitement,gastroduodénale devoir; devoir anti-inflammatoire; ulcère gastroduodénal; traitement ulcère; utilisation adulte; adulte inhibiteur; molécule actuellement; oesophagite rgo.prévention; patient risque.éradication; risque.éradication helicobacter; patient risque,anti-inflammatoire non stéroïdien; traitement reflux gastro-oesophagien; traitement lésion gastroduodénale; helicobacter pylori traitement; ha réévaluer utilisation; inhibiteur pompe proton; ipp indication principal
